"movieNm","salesAcc","movieCd","salesAmt","salesShare","salesInten","salesChange","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt","genreNm","dir_peopleNm","act_peopleNm1","act_peopleNm2","watchGradeNm"
신비아파트 극장판 하늘도깨비 대 요르문간드,6727393930,20198374,103709240,1.6,70287920,210.3,12840,8724,212,853132,320,416,애니메이션,변영규,김영은,김채하,전체관람가
신비아파트: 금빛 도깨비와 비밀의 동굴,4885829600,20185242,34832800,0.2,23458300,206.2,4727,3184,206.4,662781,98,111,애니메이션,김병갑,조현정,김영은,전체관람가
신비한 동물들과 그린델왈드의 범죄,20131226318,20176814,312849366,3.5,140719570,81.8,35764,15021,72.4,2330727,409,734,판타지,데이빗 예이츠,에디 레드메인,캐서린 워터스턴,"12세이상관람가"
신비한 동물들과 덤블도어의 비밀,12304617580,20212725,3462000,0.1,1533000,79.5,692,309,80.7,1195324,2,2,어드벤처,데이빗 예이츠,에디 레드메인,주드 로,"12세이상관람가"
신비한 동물사전,39355560448,20162365,9214870,0.6,6379250,225,846,588,227.9,4668709,53,112,어드벤처,데이빗 예이츠,에디 레드메인,콜린 파렐,"12세이상관람가"
신세계,34819647905,20124401,12817000,1.1,178500,1.4,1850,26,1.4,4674062,79,169,범죄,박훈정,이정재,최민식,청소년관람불가
신은 죽지 않았다,153701100,20157782,7016000,0.1,1600700,29.6,978,265,37.2,20364,17,21,드라마,해롤드 크론크,쉐인 하퍼,케빈 소르보,"12세이상관람가"
신은 죽지 않았다 3: 어둠 속의 빛,440844500,20186001,20835900,0.4,6881200,49.3,2833,763,36.9,55994,104,127,드라마,마이클 메이슨,존 코베트,데이빗 앤드류 로이 화이트,"12세이상관람가"
신의 한 수,27968400556,20139201,391589381,3.4,149790983,61.9,47802,18119,61,3459008,349,967,범죄,조범구,정우성,안성기,청소년관람불가
신의 한 수: 귀수편,18397744810,20181434,37039580,0.3,-21613360,-36.8,4223,-3814,-47.5,2147825,107,156,범죄,리건,권상우,김희원,"15세이상관람가"
신이 보낸 사람,2913798900,20136043,22810400,1.8,2646100,13.1,3392,604,21.7,400652,154,225,드라마,김진무,김인권,홍경인,"15세이상관람가"
실버라이닝 플레이북,412257500,20123484,155855500,1.9,53789000,52.7,19688,6065,44.5,55107,217,659,멜로/로맨스,데이빗 O. 러셀,제니퍼 로렌스,브래들리 쿠퍼,청소년관람불가
심야식당,958790074,20156970,26130900,0.2,13335900,104.2,3159,1561,97.7,121388,46,82,드라마,마츠오카 조지,코바야시 카오루,오다기리 죠,"12세이상관람가"
십개월의 미래 ,51481160,20200302,13174200,0.3,579540,4.6,1776,-69,-3.7,7218,131,187,드라마,남궁선,최성은,서영주,"12세이상관람가"
싱 스트리트,4211772372,20163018,49608000,0.5,18546200,59.7,7363,2674,57,519316,108,178,드라마,존 카니,퍼디아 월시-필로,루시 보인턴,"15세이상관람가"
싱글라이더,2011741921,20161723,465403700,6.9,-43307100,-8.5,55284,-4993,-8.3,262306,576,1880,드라마,이주영,진남수,이병헌,"15세이상관람가"
싱크홀,21333102590,20196270,17230200,0.5,4617490,36.6,1740,428,32.6,2185815,113,138,코미디,김지훈,차승원,김성균,"12세이상관람가"
썬더와 마법저택,5815491500,20134206,155060000,2,91591000,144.3,22784,12956,131.8,858978,257,439,애니메이션,벤 스타센,김태균,정찬우,전체관람가
썬키스 패밀리,221244570,20166301,16788700,0.9,-27780010,-62.3,2254,-2956,-56.7,28340,349,561,가족,김지혜,박희순,진경,"15세이상관람가"
썰,5346000,20218016,5346000,0.5,5346000,100,594,594,100,594,5,6,코미디,황승재,김강현,강찬희,청소년관람불가
썸머 85,32639370,20209538,8843010,1.1,63960,0.7,879,-108,-10.9,3598,116,129,멜로/로맨스,프랑수아 오종,펠릭스 르페브르,벤자민 부아쟁,"15세이상관람가"
썸머 필름을 타고!,49042360,20225293,15691460,0.5,-2451940,-13.5,1697,-232,-12,5075,63,102,기타,마츠모토 소우시,이토 마리카,카네코 다이치,전체관람가
쎄시봉,13158759011,20148188,76268600,2.5,-33145200,-30.3,11191,-5878,-34.4,1660449,279,541,멜로/로맨스,김현석,김윤석,정우,"15세이상관람가"
"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",63129400,20177602,60159600,1.5,58933800,4807.8,8183,8028,5179.4,8556,390,910,애니메이션,신보 아키유키,히로세 스즈,스다 마사키,"15세이상관람가"
쓰리 빌보드,653574400,20178449,18836500,1.5,-36704800,-66.1,2489,-3926,-61.2,78929,85,187,코미디,마틴 맥도나,프란시스 맥도먼드,우디 해럴슨,"15세이상관람가"
쓰리 세컨즈,34755710,20198526,10253760,0.2,-3643190,-26.2,1136,-532,-31.9,3986,169,357,드라마,안톤 메거딕체브,블라디미르 마쉬코프,존 사베지,"12세이상관람가"
쓰리 썸머 나잇,592392346,20141060,44603400,1.7,-5909200,-11.7,5818,-819,-12.3,74617,268,641,코미디,김상진,김동욱,임원희,청소년관람불가
쓰리데이즈 투 킬,1510859100,20147612,58631100,2.6,21359400,57.3,8227,2954,56,198133,265,722,액션,맥지,케빈 코스트너,앰버 허드,"15세이상관람가"
씨 피버,47434160,20208562,16215420,2.6,7413640,84.2,1776,799,81.8,5524,266,372,SF,니사 하디만,헤르미온느 코필드,코니 닐슨,"15세이상관람가"
씬 시티: 다크히어로의 부활,563601848,20134069,36040500,2.1,-4002200,-10,4819,-511,-9.6,70610,296,915,액션,프랭크 밀러,조셉 고든 레빗,에바 그린,청소년관람불가
씽,13153454989,20162025,31280800,1.3,-115165700,-78.6,4431,-13662,-75.5,1714488,254,382,애니메이션,가스 제닝스,매튜 매커너히,리즈 위더스푼,전체관람가
씽2게더,8122785140,20218764,12091300,0.5,3687700,43.9,1269,318,33.4,877349,68,92,애니메이션,가스 제닝스,매튜 매커너히,리즈 위더스푼,전체관람가
아가씨,35069976591,20144444,31520700,1.5,-8472400,-21.2,4160,-323,-7.2,4269204,167,301,스릴러,박찬욱,김민희,김태리,청소년관람불가
아기배달부 스토크,2275144600,20163884,12150600,0.3,-27443900,-69.3,2264,-4012,-63.9,300307,86,89,애니메이션,니콜라스 스톨러,앤디 샘버그,켈시 그래머,전체관람가
아내를 죽였다,678152680,20198182,51900740,2.6,-73434760,-58.6,6644,-7558,-53.2,81484,499,1004,스릴러,김하라,이시언,안내상,"15세이상관람가"
아네트,246860710,20210587,11832800,0.2,4218330,55.4,1154,402,53.5,27736,67,89,드라마,레오스 카락스,아담 드라이버,마리옹 꼬띠아르,"15세이상관람가"
아담스 패밀리,2632726640,20197279,25143500,0.7,24075900,2255.1,2875,2728,1855.8,329288,17,23,애니메이션,그렉 티어넌,샤를리즈 테론,클로이 모레츠,전체관람가
아담스 패밀리 2,927623400,20210937,95162420,3.3,10300150,12.1,10386,918,9.7,103231,376,614,애니메이션,콘래드 베논,오스카 아이삭,샤를리즈 테론,전체관람가
아더 우먼,398766018,20142023,85983100,1.2,-12402008,-12.6,10956,-1557,-12.4,51983,311,758,코미디,닉 카사베츠,카메론 디아즈,레슬리 만,"15세이상관람가"
아더와 미니모이 3: 두 세계의 전쟁,410240800,20156383,15768900,0.2,14484900,1128.1,2308,2060,830.6,57703,56,66,애니메이션,뤽 베송,프레디 하이모어,미아 패로우,전체관람가
아델라인 : 멈춰진 시간,283424619,20155562,31729000,1.9,2310500,7.9,4334,302,7.5,36713,234,443,판타지,리 톨랜드 크리거,블레이크 라이블리,미치엘 휘즈먼,"12세이상관람가"
아들의 이름으로,189465860,20200524,5429540,0.4,454840,9.1,632,45,7.7,21796,96,116,드라마,이정국,안성기,윤유선,"12세이상관람가"
아르고,973886000,20129790,20953500,0.9,4585500,28,3272,857,35.5,136642,122,247,스릴러,벤 애플렉,벤 애플렉,존 굿맨,"15세이상관람가"
아메리칸 메이드,3138567145,20177541,35572600,2.6,-2139800,-5.7,4983,-314,-5.9,396141,405,931,범죄,더그 라이만,톰 크루즈,도널 글리슨,"15세이상관람가"
아메리칸 스나이퍼,2604357838,20143754,27869000,1.1,10023600,56.2,3258,968,42.3,321145,62,120,액션,클린트 이스트우드,브래들리 쿠퍼,시에나 밀러,청소년관람불가
아메리칸 울트라,1195115795,20152866,79458500,3.6,-25515700,-24.3,10431,-3408,-24.6,147811,326,1111,액션,니마 누리자데,제시 아이젠버그,크리스틴 스튜어트,청소년관람불가
아메리칸 잡,3963820,20205146,1024480,0.1,-194480,-16,394,-21,-5.1,1292,33,36,범죄,마크 스티븐 존슨,트래비스 핌멜,포레스트 휘테커,"15세이상관람가"
아메리칸 파이: 19금 동창회,97464000,20128530,13836500,0.3,-2725000,-16.5,1958,-214,-9.9,13265,105,243,코미디,존 허위츠,제이슨 빅스,크리스 클라인,청소년관람불가
아메리칸 허슬,901715700,20136887,79680700,3.1,3730100,4.9,12308,2098,20.5,118763,225,612,범죄,데이빗 O. 러셀,크리스찬 베일,돈 올리비에리,청소년관람불가
아멜리에,86257330,20010264,5027670,0.1,-1285530,-20.4,498,-170,-25.4,9574,36,38,코미디,장 피에르 주네,오드리 토투,마티유 카소비츠,"18세관람가"
아무도 없는 곳,132584520,20190683,8179790,2.2,830940,11.3,940,115,13.9,15636,256,337,드라마,김종관,연우진,김상호,"15세이상관람가"
아무도 없다,17151750,20203237,5162700,0.7,1203200,30.4,561,92,19.6,1989,98,137,스릴러,존 하이암스,줄스 윌콕스,마크 멘차카,"15세이상관람가"
아바타,124955460000,20090834,34898000,1.7,29854000,591.9,3296,3013,1064.7,13308192,67,221,SF,제임스 카메론,샘 워싱턴,조 샐다나,"12세이상관람가"
아바타 리마스터링,2845232910,20226957,377454320,8.9,219750640,139.3,20836,12385,146.6,170971,168,396,SF,제임스 카메론,샘 워싱턴,조 샐다나,"12세이상관람가"
아부의 왕,3482938000,20124055,17788500,0.7,2484000,16.2,2843,487,20.7,493744,97,218,코미디,정승구,송새벽,성동일,"15세이상관람가"
아빠는 딸,4986082995,20151227,53412500,1.4,-37871000,-41.5,7570,-4006,-34.6,637222,300,554,코미디,김형협,윤제문,정소민,"12세이상관람가"
아빠를 빌려드립니다,974809100,20136312,66246800,2.7,-17685000,-21.1,10703,-1842,-14.7,137681,304,773,코미디,김덕수,김상경,문정희,"12세이상관람가"
아수라,20457659662,20153443,86605700,1,-3587100,-4,9939,-617,-5.8,2577172,356,680,범죄,김성수,정우성,김현빈,청소년관람불가
아웃포스트,196366260,20202341,87542020,6,43137150,97.1,9944,4720,90.4,23443,454,974,전쟁,로드 루리,스콧 이스트우드,케일럽 랜드리 존스,"15세이상관람가"
아워 이디엇 브라더 ,90849577,20120943,35738032,0.6,12454987,53.5,4474,1325,42.1,12420,62,151,드라마,제시 페레츠,폴 러드,주이 디샤넬,청소년관람불가
아이,278493070,20209627,8626120,0.6,3060,0,1242,-128,-9.3,34330,215,253,드라마,김현탁,김향기,류현경,"15세이상관람가"
아이 씨 유,76511790,20215056,6697280,1.5,1887880,39.3,787,236,42.8,8323,95,191,스릴러,아담 랜달,헬렌 헌트,존 테네이,"15세이상관람가"
아이 엠 러브,336951661,20110027,5024300,0,-2321000,-31.6,705,-286,-28.9,42806,22,33,드라마,루카 구아다그니노,플라비오 파렌티,틸다 스윈튼,청소년관람불가
아이 엠 마더,524665900,20198844,36424700,3.3,-8356500,-18.7,4630,-1273,-21.6,62626,189,706,액션,피에르 모렐,제니퍼 가너,존 갤러거 주니어,"15세이상관람가"
아이 엠 어 히어로,1399012400,20169122,109474000,9.1,-242811800,-68.9,13633,-24875,-64.6,162664,213,879,액션,사토 신스케,오오이즈미 요,아리무라 카스미,청소년관람불가
아이 엠 우먼,167331170,20198056,2291500,0.5,714100,45.3,279,84,43.1,19115,133,143,드라마,문은주,틸다 코브햄-하비,다니엘 맥도널드,"15세이상관람가"
아이 캔 스피크,25444455686,20174142,15255900,0.8,2992100,24.4,2365,489,26.1,3264836,80,112,코미디,김현석,나문희,이제훈,"12세이상관람가"
아이 캔 온리 이매진,228396040,20184842,9095480,0.6,1405420,18.3,1385,221,19,28932,131,150,드라마,앤드류 어윈,J. 마이클 핀리,데니스 퀘이드,"12세이상관람가"
아이 필 프리티,1955794200,20185081,29039200,1.5,1750000,6.4,3516,239,7.3,220389,122,295,코미디,아비 콘,에이미 슈머,미쉘 윌리엄스,"15세이상관람가"
아이리시맨,42346560,20198942,15062440,0.2,-7721680,-33.9,1833,-914,-33.3,5030,59,68,범죄,마틴 스코세이지,로버트 드 니로,알 파치노,청소년관람불가
아이스 로드,227512720,20218567,21744680,2.1,-35517570,-62,2369,-3364,-58.7,23642,325,487,스릴러,조나단 헨스라이,리암 니슨,로렌스 피쉬번,"12세이상관람가"
아이스 에이지 4: 대륙 이동설,12181127704,20126667,75803500,1.1,-828000,-1.1,11017,-256,-2.3,1630632,108,205,애니메이션,스티브 마티노,존 레귀자모,레이 로마노,전체관람가
아이스 에이지: 지구 대충돌,3701387600,20161286,212957100,2.3,-59159600,-21.7,30901,-4001,-11.5,496563,301,495,애니메이션,마이크 트메이어,존 레귀자모,레이 로마노,전체관람가
아이언 스카이,14961000,20120221,11396000,0.7,11396000,100,1628,1628,100,2097,9,9,SF,티모 부오렌솔라,줄리아 디에체,페타 서긴트,"15세이상관람가"
아이언 크로스: 노르망디 상륙작전,5047000,20225795,5000000,0.2,4970000,16566.7,1000,997,33233.3,1005,50,50,전쟁,티노 스트럭맨,티노 스트럭맨,올리비에 그루너,"15세이상관람가"
아이언맨 3,70363642500,20121621,239472500,4,132400000,123.7,32765,17788,118.8,8939110,266,709,액션,쉐인 블랙,로버트 다우니 주니어,기네스 팰트로우,"12세이상관람가"
아이엠스타 뮤직어워드,254572800,20168721,91298900,0.7,45237600,98.2,13462,6719,99.6,37374,344,493,애니메이션,와타다 신야,김새해,김영은,전체관람가
아이즈 온 미 : 더 무비,487027000,20198890,16204500,1,-1128500,-6.5,1247,-88,-6.6,37743,96,106,공연,박재석,권은비,미야와키 사쿠라,전체관람가
아일라,247974700,20184689,29864200,1.6,1619300,5.7,4090,270,7.1,31622,348,604,드라마,칸 울카이,김설,이스마일 하지오글루,"15세이상관람가"
"아치의 노래, 정태춘",253497520,20211568,4896900,0.1,-497100,-9.2,492,-82,-14.3,26364,22,27,다큐멘터리,고영재,정태춘,박은옥,전체관람가
아쿠아맨,43997844104,20180290,37573200,1.8,-76562310,-67.1,4694,-8276,-63.8,5023929,299,447,액션,제임스 완,제이슨 모모아,앰버 허드,"12세이상관람가"
아토믹 블론드,463980659,20179491,151734559,4.6,28643259,23.3,18384,1326,7.8,66226,441,1718,액션,데이빗 레이치,샤를리즈 테론,제임스 맥어보이,청소년관람불가
아티스트,846519400,20113918,14291500,0.8,4443500,45.1,2199,753,52.1,110783,64,105,멜로/로맨스,미셀 하자나비시우스,장 뒤자르댕,베레니스 베조,"12세이상관람가"
아틱,84686810,20198123,8601800,1.5,8601800,100,1551,1551,100,11296,43,66,드라마,조 페나,매즈 미켈슨,마리아 셀마 사라도티르,"12세이상관람가"
악녀,9569627444,20162343,66880700,1.2,28138600,72.6,7910,3088,64,1185785,233,420,액션,정병길,이주원,김옥빈,청소년관람불가
악의 연대기,17335142732,20149569,14737800,0.8,-655100,-4.3,1982,-39,-1.9,2188574,163,336,스릴러,백운학,손현주,마동석,"15세이상관람가"
악인전,29033856790,20188941,17795310,0.7,-3451460,-16.2,2185,-429,-16.4,3351453,128,215,범죄,이원태,마동석,김무열,청소년관람불가
악질경찰,2219241578,20197846,23995780,1.3,-32240330,-57.3,3091,-3288,-51.5,257540,305,461,범죄,이정범,이선균,전소니,청소년관람불가
안나,600970920,20194384,141388510,2.5,-24552940,-14.8,15991,-2528,-13.7,73250,410,711,액션,뤽 베송,사샤 루스,킬리언 머피,"15세이상관람가"
안나 카레니나,761834000,20122231,20499000,1.4,-12151000,-37.2,3162,-1224,-27.9,111651,76,162,드라마,조 라이트,키이라 나이틀리,주드 로,"15세이상관람가"
안녕 베일리,118412400,20194541,58965800,2.4,13753100,30.4,6709,1189,21.5,13891,174,539,가족,게일 맨쿠소,조시 게드,데니스 퀘이드,전체관람가
"안녕, 나의 소녀",681683934,20182046,43293000,0.6,14879000,52.4,5312,1890,55.2,87156,114,259,멜로/로맨스,사준의,류이호,송운화,"12세이상관람가"
"안녕, 티라노: 영원히, 함께",1284095160,20182241,30961740,0.8,-18403120,-37.3,4726,-2286,-32.6,163647,235,274,애니메이션,시즈노 코분,시영준,정혜원,전체관람가
"안녕, 헤이즐",5696995300,20149846,73621600,3.6,-148976900,-66.9,9838,-17833,-64.4,731513,250,700,드라마,조쉬 분,쉐일린 우들리,안셀 엘고트,"12세이상관람가"
안녕하세요,69711960,20217334,16362060,0.5,-3443840,-17.4,2139,-589,-21.6,9639,253,400,드라마,차봉주,김환희,유선,"12세이상관람가"
안시성,46159534276,20176122,70731350,1.7,454900,0.6,9604,29,0.3,5413370,269,424,사극,김광식,이태진,조인성,"12세이상관람가"
안테벨룸,830019950,20212741,5179100,0.9,3095300,148.5,564,349,162.3,86418,91,105,미스터리,제라드 부시,자넬 모네,잭 휴스턴,"15세이상관람가"
알라딘,108874110539,20183867,27672000,1.1,9328000,50.9,2172,604,38.5,12783980,39,122,어드벤처,가이 리치,메나 마수드,윌 스미스,전체관람가
알리바이 닷 컴,58688000,20182748,19956000,0.6,1641000,9,1980,-55,-2.7,6334,10,10,코미디,필리프 라슈,필리프 라슈,엘로디 퐁탕,"15세이상관람가"
알리타: 배틀 엔젤,18206892767,20188282,91091880,3.5,10567090,13.1,11831,1748,17.3,1907260,390,762,액션,로버트 로드리게즈,크리스토프 왈츠,에드 스크레인,"12세이상관람가"
암살,98284072081,20148851,15483000,0.7,-16696100,-51.9,2118,-1868,-46.9,12681501,129,181,액션,최동훈,전지현,이정재,"15세이상관람가"
암수살인,32950243348,20179189,15885500,0.6,-1679700,-9.6,2198,-244,-10,3782251,265,402,범죄,김태균,김윤석,주지훈,"15세이상관람가"
암전,455717773,20188404,143775913,2.1,-127850447,-47.1,15992,-14574,-47.7,50996,421,838,미스터리,김진원,서예지,진선규,"15세이상관람가"
애나벨,6853330343,20141113,46019600,3.3,-2503900,-5.2,6279,-183,-2.8,895243,262,688,공포(호러),존 R. 레오네티,애나벨 월리스,워드 호튼,"15세이상관람가"
애나벨 : 인형의 주인,15058843064,20161081,225601800,2.7,98070200,76.9,27008,12170,82,1876814,265,546,공포(호러),데이비드 F. 샌드버그,스테파니 시그만,알리시아 벨라 베일리,"15세이상관람가"
애나벨 집으로,3867276850,20199951,29760940,1.3,2078060,7.5,3646,322,9.7,466007,144,258,공포(호러),게리 도버먼,패트릭 윌슨,베라 파미가,"15세이상관람가"
애니멀 크래커,943896280,20201287,58232480,1,-16438210,-22,6752,-1959,-22.5,119060,298,400,애니메이션,토니 밴크로프트,존 크래신스키,에밀리 블런트,전체관람가
애드 아스트라,4420124080,20192982,52398910,3.3,-5331680,-9.2,6688,-805,-10.7,501692,465,902,SF,제임스 그레이,브래드 피트,토미 리 존스,"12세이상관람가"
애비규환,161089180,20204432,12513270,2,-25773520,-67.3,1443,-2566,-64,17597,349,532,드라마,최하나,정수정,장혜진,"12세이상관람가"
애프터,367840060,20191604,39315280,1.5,-46097390,-54,4797,-5064,-51.4,42636,223,419,드라마,제니 게이지,히어로 파인즈 티핀,조세핀 랭포드,"15세이상관람가"
애프터 어스,3787624167,20137426,22110000,1.2,-2963000,-11.8,3285,-398,-10.8,531578,240,535,SF,M. 나이트 샤말란,윌 스미스,제이든 스미스,"12세이상관람가"
애프터 웨딩 인 뉴욕 ,57519880,20206865,19132780,5.7,781000,4.3,2194,66,3.1,6794,169,241,드라마,바트 프룬디치,미쉘 윌리엄스,줄리안 무어,"12세이상관람가"
애프터: 관계의 함정,131292330,20210662,10568340,1.3,-10577370,-50,1080,-1142,-51.4,14673,276,356,멜로/로맨스,캐스틸 랜던,조세핀 랭포드,히어로 파인즈 티핀,"15세이상관람가"
애프터: 그 후,267011730,20202502,7192080,0.9,3405980,90,836,379,82.9,31683,98,119,멜로/로맨스,로저 컴블,히어로 파인즈 티핀,조세핀 랭포드,"15세이상관람가"
애플,38030560,20217497,2228500,0.3,-130110,-5.5,271,-34,-11.1,5030,63,88,드라마,크리스토스 니코우,알리스 세르베탈리스,소피아 게오르고바실리,"12세이상관람가"
액션히어로,12943900,20218647,8749900,0.6,8749900,100,1051,1051,100,1517,101,141,액션,이진호,이석형,이주영,"12세이상관람가"
액슬,105174100,20180628,30019700,0.7,339100,1.1,3462,83,2.5,12152,142,305,액션,올리버 달리,알렉스 뉴이스테터,베키 지,"12세이상관람가"
액트 오브 밸러: 최정예 특수부대 ,910378500,20124609,19286000,0.9,6191500,47.3,2502,692,38.2,122341,136,304,액션,마이크 맥코이,로셀린 산체즈,네스토르 세라노,"15세이상관람가"
앤트맨,23020505137,20155702,108994000,1.2,25367100,30.3,13741,3146,29.7,2775875,136,230,액션,페이튼 리드,폴 러드,마이클 더글라스,"12세이상관람가"
앤트맨과 와스프,47397390085,20180522,11181200,0.1,-123519100,-91.7,1475,-15704,-91.4,5439554,37,44,액션,페이튼 리드,폴 러드,에반젤린 릴리,"12세이상관람가"
앨빈과 슈퍼밴드3,3547001000,20113311,34123500,1.7,-15851500,-31.7,5339,-2595,-32.7,536791,124,247,애니메이션,마이크 미첼,저스틴 롱,제이슨 리,전체관람가
앨빈과 슈퍼밴드: 악동 어드벤처,2024587000,20159059,41401700,1.7,9447200,29.6,6278,1480,30.8,278099,287,462,애니메이션,월트 벡커,저스틴 롱,제이슨 리,전체관람가
앰뷸런스,1053956780,20212724,45902240,2.1,15720040,52.1,4502,1344,42.6,104476,500,780,액션,마이클 베이,제이크 질렌할,야히아 압둘 마틴 2세,"15세이상관람가"
앵그리 버드 2: 독수리 왕국의 침공,1040376333,20191741,272387920,2.3,-977487,-0.4,33807,-564,-1.6,134529,503,841,애니메이션,서럽 밴 오먼,제이슨 서디키스,조시 게드,전체관람가
앵커,1545616170,20196669,80059150,3.7,-10047460,-11.2,7651,-1018,-11.7,157897,549,938,스릴러,정지연,천우희,이혜영,"15세이상관람가"
야구소녀,262929280,20196702,4883200,0.6,-1948380,-28.5,618,-268,-30.2,30583,62,110,드라마,최윤태,이주영,이준혁,"12세이상관람가"
약장수,208194400,20156321,63151000,0.6,5340800,9.2,8149,681,9.1,27559,264,577,드라마,조치언,김인권,박철민,"15세이상관람가"
양말요정 휴고의 대모험,15090200,20188446,12390200,0.6,12390200,100,2115,2115,100,2415,142,151,어드벤처,갈리나 미클리노바,조연우,박상우,전체관람가
양자물리학,4526227380,20194456,10450500,0.7,10334500,8909.1,1161,1150,10454.5,553891,6,7,범죄,이성태,박해수,서예지,"15세이상관람가"
양지의 그녀,30166470,20196820,19996470,0.8,16594470,487.8,2423,2045,541,3553,133,231,멜로/로맨스,미키 타카히로,마츠모토 준,우에노 주리,"12세이상관람가"
어거스트: 가족의 초상,314835700,20147678,68754900,1.6,-28644500,-29.4,8785,-3298,-27.3,40518,245,555,드라마,존 웰스,메릴 스트립,줄리아 로버츠,"15세이상관람가"
어글리 돌,346954020,20197147,73756670,0.9,7835160,11.9,9585,1116,13.2,47126,310,343,애니메이션,캘리 애스버리,켈리 클락슨,닉 조나스,전체관람가
어나더 라운드,262040150,20219626,11108770,0.8,-3526720,-24.1,1138,-366,-24.3,28290,55,70,코미디,토마스 빈터베르그,매즈 미켈슨,토마스 보 라센,"15세이상관람가"
어네스트와 셀레스틴,229883100,20134070,38105000,1.5,7946400,26.3,6129,1509,32.7,34330,201,275,애니메이션,뱅상 파타,램버트 윌슨,안느-마리 루프,전체관람가
어느 가족,999646300,20186121,47798400,0.3,18183900,61.4,5248,1887,56.1,119311,56,159,드라마,고레에다 히로카즈,릴리 프랭키,안도 사쿠라,"15세이상관람가"
어느 하녀의 일기,16961900,20152264,12970400,0.2,12653400,3991.6,1828,1789,4587.2,2360,35,51,드라마,브누와 쟉꼬,레아 세이두,뱅상 랭동,청소년관람불가
어느날,1748062882,20167901,49193800,0.9,-10979800,-18.2,5829,-1300,-18.2,220707,280,439,멜로/로맨스,이윤기,김남길,천우희,"15세이상관람가"
어니스트 씨프,699473790,20215301,6764220,1.2,-1617350,-19.3,796,-154,-16.2,78716,168,214,액션,마크 윌리엄스,리암 니슨,케이트 월쉬,"15세이상관람가"
어드리프트:우리가 함께한 바다,421500768,20189261,37486000,2.8,-8350,0,4872,78,1.6,51643,412,1048,멜로/로맨스,발타자르 코루마쿠르,쉐일린 우들리,샘 클라플린,"12세이상관람가"
"어디갔어, 버나뎃",145290000,20206362,30161500,2.1,-5357500,-15.1,3352,-530,-13.7,16651,237,665,코미디,리차드 링클레이터,케이트 블란쳇,빌리 크루덥,"12세이상관람가"
어떤 만남,44016500,20149459,19638300,0.2,3211100,19.5,2416,226,10.3,5858,39,67,멜로/로맨스,리사 아주엘로스,소피 마르소,프랑수아 클뤼제,청소년관람불가
어른들은 몰라요,271772670,20199630,9692680,2.3,-11063630,-53.3,999,-1030,-50.8,27847,127,195,드라마,이환,이유미,정다유,청소년관람불가
어린 의뢰인,1582108500,20199448,22468160,0.2,9399450,71.9,2725,1055,63.2,191273,144,189,드라마,장규성,이동휘,정선희,"12세이상관람가"
어린왕자,4153788727,20155563,79648800,3.2,-1989900,-2.4,11288,-152,-1.3,554797,293,438,애니메이션,마크 오스본,제프 브리지스,레이첼 맥아담스,전체관람가
어메이징 메리,185941600,20173092,10012000,0.4,2374500,31.1,1379,296,27.3,22604,60,116,드라마,마크 웹,크리스 에반스,맥케나 그레이스,"12세이상관람가"
어메이징 스파이더맨,41114727235,20126077,26498500,0.3,-33089,-0.1,3511,-34,-1,4845970,44,82,액션,마크 웹,앤드류 가필드,엠마 스톤,"12세이상관람가"
어메이징 스파이더맨 2,34786962300,20135661,40030300,2,-21533600,-35,5355,-2214,-29.3,4157303,259,575,액션,마크 웹,앤드류 가필드,엠마 스톤,"12세이상관람가"
어바웃 타임,25217042300,20135428,7810500,1.3,3799500,94.7,1522,736,93.6,3434190,81,112,멜로/로맨스,리차드 커티스,레이첼 맥아담스,도널 글리슨,"15세이상관람가"
어벤져스,59622367958,20124721,14951020,4.5,-3039380,-16.9,2406,-485,-16.8,7084961,350,507,액션,조스 웨던,로버트 다우니 주니어,스칼렛 요한슨,"12세이상관람가"
어벤져스: 에이지 오브 울트론,88627465146,20148493,13203220,3.9,-353200,-2.6,2183,-56,-2.5,10501765,344,488,액션,조스 웨던,로버트 다우니 주니어,크리스 헴스워스,"12세이상관람가"
어벤져스: 엔드게임,122338260260,20184889,40896600,7.1,-21883500,-34.9,5624,-3185,-36.2,13956005,479,647,액션,안소니 루소,로버트 다우니 주니어,크리스 에반스,"12세이상관람가"
어벤져스: 인피니티 워,100017693049,20177478,20258880,3.5,-14121440,-41.1,2648,-1911,-41.9,11224539,364,459,액션,안소니 루소,로버트 다우니 주니어,조슈 브롤린,"12세이상관람가"
어부바,163922470,20223991,7438000,0.1,-1292000,-14.8,1406,-236,-14.4,19684,27,33,가족,최종학,정준호,최대철,전체관람가
어스,12456131524,20185352,34913550,3.1,-4144340,-10.6,4141,-497,-10.7,1459681,349,667,공포(호러),조던 필,루피타 뇽오,윈스턴 듀크,"15세이상관람가"
어쌔신 크리드,2665057321,20164421,154133400,6.5,-456935100,-74.8,20210,-51873,-72,325520,546,1886,액션,저스틴 커젤,마이클 패스벤더,마리옹 꼬띠아르,"15세이상관람가"
어쌔신: 더 비기닝,1336935565,20173693,118822000,7.2,-219119900,-64.8,17011,-23803,-58.3,169798,479,1748,액션,마이클 쿠에스타,딜런 오브라이언,테일러 키취,"15세이상관람가"
어제 일은 모두 괜찮아,6434000,20184133,6434000,0.3,6434000,100,714,714,100,714,3,3,드라마,이성한,김재철,윤찬영,"15세이상관람가"
